"Index","Date","Rf"
"    1",1954-01-04,0.0133
"    2",1954-01-05,0.0128
"    3",1954-01-06,0.0128
"    4",1954-01-07,0.0131
"    5",1954-01-08,0.0131
"    6",1954-01-11,0.0133
"    7",1954-01-12,0.013
"    8",1954-01-13,0.013
"    9",1954-01-14,0.0128
"   10",1954-01-15,0.012
"   11",1954-01-18,0.012
"   12",1954-01-20,0.0116
"   13",1954-01-21,0.0108
"   14",1954-01-22,0.01
"   15",1954-01-25,0.01
"   16",1954-01-26,0.01
"   17",1954-01-27,0.0108
"   18",1954-01-28,0.0096
"   19",1954-01-29,0.0102
"   20",1954-02-01,0.0104
"   21",1954-02-02,0.01
"   22",1954-02-03,0.0102
"   23",1954-02-04,0.0101
"   24",1954-02-05,0.009
"   25",1954-02-08,0.0089
"   26",1954-02-09,0.0088
"   27",1954-02-10,0.0093
"   28",1954-02-11,0.0094
"   29",1954-02-15,0.0098
"   30",1954-02-16,0.0098
"   31",1954-02-17,0.0102
"   32",1954-02-18,0.0097
"   33",1954-02-19,0.0096
"   34",1954-02-23,0.0095
"   35",1954-02-24,0.0097
"   36",1954-02-25,0.01
"   37",1954-02-26,0.01
"   38",1954-03-01,0.0103
"   39",1954-03-02,0.0103
"   40",1954-03-03,0.0105
"   41",1954-03-04,0.0103
"   42",1954-03-05,0.0102
"   43",1954-03-08,0.0103
"   44",1954-03-09,0.0103
"   45",1954-03-10,0.0106
"   46",1954-03-11,0.0105
"   47",1954-03-12,0.0104
"   48",1954-03-15,0.0104
"   49",1954-03-16,0.0102
"   50",1954-03-17,0.0101
"   51",1954-03-18,0.0101
"   52",1954-03-19,0.01
"   53",1954-03-22,0.01
"   54",1954-03-23,0.01
"   55",1954-03-24,0.0105
"   56",1954-03-25,0.0107
"   57",1954-03-26,0.0105
"   58",1954-03-29,0.0105
"   59",1954-03-30,0.0104
"   60",1954-03-31,0.0103
"   61",1954-04-01,0.0102
"   62",1954-04-02,0.01
"   63",1954-04-05,0.0098
"   64",1954-04-06,0.0097
"   65",1954-04-07,0.01
"   66",1954-04-08,0.01
"   67",1954-04-09,0.0103
"   68",1954-04-12,0.0104
"   69",1954-04-13,0.0106
"   70",1954-04-14,0.0104
"   71",1954-04-15,0.0103
"   72",1954-04-16,0.0103
"   73",1954-04-19,0.0102
"   74",1954-04-20,0.01
"   75",1954-04-21,0.01
"   76",1954-04-22,0.0098
"   77",1954-04-23,0.0094
"   78",1954-04-26,0.0085
"   79",1954-04-27,0.0083
"   80",1954-04-28,0.0082
"   81",1954-04-29,0.0081
"   82",1954-04-30,0.0081
"   83",1954-05-03,0.0077
"   84",1954-05-04,0.0072
"   85",1954-05-05,0.0072
"   86",1954-05-06,0.0075
"   87",1954-05-07,0.0079
"   88",1954-05-10,0.008
"   89",1954-05-11,0.0078
"   90",1954-05-12,0.0082
"   91",1954-05-13,0.0082
"   92",1954-05-14,0.008
"   93",1954-05-17,0.008
"   94",1954-05-18,0.0081
"   95",1954-05-19,0.0079
"   96",1954-05-20,0.0078
"   97",1954-05-21,0.0076
"   98",1954-05-24,0.0073
"   99",1954-05-25,0.007
"  100",1954-05-26,0.007
"  101",1954-05-27,0.007
"  102",1954-05-28,0.0072
"  103",1954-06-01,0.0071
"  104",1954-06-02,0.0071
"  105",1954-06-03,0.0068
"  106",1954-06-04,0.0066
"  107",1954-06-07,0.0061
"  108",1954-06-08,0.0061
"  109",1954-06-09,0.0062
"  110",1954-06-10,0.0061
"  111",1954-06-11,0.0062
"  112",1954-06-14,0.0064
"  113",1954-06-15,0.0063
"  114",1954-06-16,0.0063
"  115",1954-06-17,0.0061
"  116",1954-06-18,0.0063
"  117",1954-06-21,0.0063
"  118",1954-06-22,0.0061
"  119",1954-06-23,0.0062
"  120",1954-06-24,0.0062
"  121",1954-06-25,0.0064
"  122",1954-06-28,0.0064
"  123",1954-06-29,0.0064
"  124",1954-06-30,0.0064
"  125",1954-07-01,0.0065
"  126",1954-07-02,0.0066
"  127",1954-07-06,0.0066
"  128",1954-07-07,0.0065
"  129",1954-07-08,0.0065
"  130",1954-07-09,0.0067
"  131",1954-07-12,0.0069
"  132",1954-07-13,0.007
"  133",1954-07-14,0.0073
"  134",1954-07-15,0.0075
"  135",1954-07-16,0.0073
"  136",1954-07-19,0.0073
"  137",1954-07-20,0.0072
"  138",1954-07-21,0.0074
"  139",1954-07-22,0.0075
"  140",1954-07-23,0.0077
"  141",1954-07-26,0.0078
"  142",1954-07-27,0.0077
"  143",1954-07-28,0.0079
"  144",1954-07-29,0.0079
"  145",1954-07-30,0.0079
"  146",1954-08-02,0.0078
"  147",1954-08-03,0.0077
"  148",1954-08-04,0.0079
"  149",1954-08-05,0.008
"  150",1954-08-06,0.0083
"  151",1954-08-09,0.009
"  152",1954-08-10,0.0088
"  153",1954-08-11,0.0093
"  154",1954-08-12,0.0093
"  155",1954-08-13,0.0093
"  156",1954-08-16,0.0091
"  157",1954-08-17,0.0091
"  158",1954-08-18,0.0092
"  159",1954-08-19,0.0093
"  160",1954-08-20,0.0094
"  161",1954-08-23,0.01
"  162",1954-08-24,0.01
"  163",1954-08-25,0.0098
"  164",1954-08-26,0.0099
"  165",1954-08-27,0.01
"  166",1954-08-30,0.0104
"  167",1954-08-31,0.0105
"  168",1954-09-01,0.0103
"  169",1954-09-02,0.0102
"  170",1954-09-03,0.0102
"  171",1954-09-07,0.0103
"  172",1954-09-08,0.0102
"  173",1954-09-09,0.0102
"  174",1954-09-10,0.0102
"  175",1954-09-13,0.0103
"  176",1954-09-14,0.0104
"  177",1954-09-15,0.0102
"  178",1954-09-16,0.01
"  179",1954-09-17,0.01
"  180",1954-09-20,0.0098
"  181",1954-09-21,0.0098
"  182",1954-09-22,0.0099
"  183",1954-09-23,0.0099
"  184",1954-09-24,0.0099
"  185",1954-09-27,0.01
"  186",1954-09-28,0.0099
"  187",1954-09-29,0.01
"  188",1954-09-30,0.0099
"  189",1954-10-01,0.0097
"  190",1954-10-04,0.0096
"  191",1954-10-05,0.0094
"  192",1954-10-06,0.0094
"  193",1954-10-07,0.0094
"  194",1954-10-08,0.0094
"  195",1954-10-11,0.0096
"  196",1954-10-13,0.0098
"  197",1954-10-14,0.0099
"  198",1954-10-15,0.01
"  199",1954-10-18,0.01
"  200",1954-10-19,0.0099
"  201",1954-10-20,0.0101
"  202",1954-10-21,0.01
"  203",1954-10-22,0.01
"  204",1954-10-25,0.01
"  205",1954-10-26,0.01
"  206",1954-10-27,0.0101
"  207",1954-10-28,0.0101
"  208",1954-10-29,0.01
"  209",1954-11-01,0.01
"  210",1954-11-03,0.0101
"  211",1954-11-04,0.0101
"  212",1954-11-05,0.0097
"  213",1954-11-08,0.0094
"  214",1954-11-09,0.0087
"  215",1954-11-10,0.0088
"  216",1954-11-12,0.009
"  217",1954-11-15,0.009
"  218",1954-11-16,0.0089
"  219",1954-11-17,0.009
"  220",1954-11-18,0.0088
"  221",1954-11-19,0.0087
"  222",1954-11-22,0.0087
"  223",1954-11-23,0.0089
"  224",1954-11-24,0.0093
"  225",1954-11-26,0.0097
"  226",1954-11-29,0.01
"  227",1954-11-30,0.0101
"  228",1954-12-01,0.0103
"  229",1954-12-02,0.0103
"  230",1954-12-03,0.0103
"  231",1954-12-06,0.0105
"  232",1954-12-07,0.0106
"  233",1954-12-08,0.011
"  234",1954-12-09,0.0111
"  235",1954-12-10,0.0114
"  236",1954-12-13,0.0126
"  237",1954-12-14,0.0128
"  238",1954-12-15,0.0123
"  239",1954-12-16,0.0124
"  240",1954-12-17,0.0125
"  241",1954-12-20,0.0129
"  242",1954-12-21,0.0126
"  243",1954-12-22,0.0122
"  244",1954-12-23,0.012
"  245",1954-12-24,0.012
"  246",1954-12-27,0.0115
"  247",1954-12-28,0.0112
"  248",1954-12-29,0.0108
"  249",1954-12-30,0.0103
"  250",1954-12-31,0.0102
"  251",1955-01-03,0.0107
"  252",1955-01-04,0.0107
"  253",1955-01-05,0.0108
"  254",1955-01-06,0.011
"  255",1955-01-07,0.0111
"  256",1955-01-10,0.012
"  257",1955-01-11,0.0123
"  258",1955-01-12,0.0128
"  259",1955-01-13,0.0135
"  260",1955-01-14,0.0136
"  261",1955-01-17,0.0136
"  262",1955-01-18,0.0133
"  263",1955-01-20,0.0128
"  264",1955-01-21,0.0129
"  265",1955-01-24,0.0131
"  266",1955-01-25,0.013
"  267",1955-01-26,0.0126
"  268",1955-01-27,0.012
"  269",1955-01-28,0.0114
"  270",1955-01-31,0.0112
"  271",1955-02-01,0.011
"  272",1955-02-02,0.0112
"  273",1955-02-03,0.0113
"  274",1955-02-04,0.0108
"  275",1955-02-07,0.0104
"  276",1955-02-08,0.0103
"  277",1955-02-09,0.0107
"  278",1955-02-10,0.0107
"  279",1955-02-11,0.0106
"  280",1955-02-14,0.011
"  281",1955-02-15,0.011
"  282",1955-02-16,0.0117
"  283",1955-02-17,0.012
"  284",1955-02-18,0.0123
"  285",1955-02-21,0.013
"  286",1955-02-23,0.0135
"  287",1955-02-24,0.0137
"  288",1955-02-25,0.0137
"  289",1955-02-28,0.0137
"  290",1955-03-01,0.0136
"  291",1955-03-02,0.0133
"  292",1955-03-03,0.0124
"  293",1955-03-04,0.0117
"  294",1955-03-07,0.012
"  295",1955-03-08,0.0119
"  296",1955-03-09,0.0125
"  297",1955-03-10,0.0127
"  298",1955-03-11,0.0124
"  299",1955-03-14,0.0125
"  300",1955-03-15,0.0123
"  301",1955-03-16,0.0126
"  302",1955-03-17,0.0128
"  303",1955-03-18,0.013
"  304",1955-03-21,0.0132
"  305",1955-03-22,0.0127
"  306",1955-03-23,0.0131
"  307",1955-03-24,0.0131
"  308",1955-03-25,0.0129
"  309",1955-03-28,0.0132
"  310",1955-03-29,0.0133
"  311",1955-03-30,0.014
"  312",1955-03-31,0.0141
"  313",1955-04-01,0.014
"  314",1955-04-04,0.0143
"  315",1955-04-05,0.0146
"  316",1955-04-06,0.0152
"  317",1955-04-07,0.0155
"  318",1955-04-08,0.0155
"  319",1955-04-11,0.0163
"  320",1955-04-12,0.0162
"  321",1955-04-13,0.0165
"  322",1955-04-14,0.0162
"  323",1955-04-15,0.0162
"  324",1955-04-18,0.0164
"  325",1955-04-19,0.0164
"  326",1955-04-20,0.0165
"  327",1955-04-21,0.0165
"  328",1955-04-22,0.0165
"  329",1955-04-25,0.0166
"  330",1955-04-26,0.0162
"  331",1955-04-27,0.0162
"  332",1955-04-28,0.0163
"  333",1955-04-29,0.0159
"  334",1955-05-02,0.0161
"  335",1955-05-03,0.0159
"  336",1955-05-04,0.0154
"  337",1955-05-05,0.0149
"  338",1955-05-06,0.0151
"  339",1955-05-09,0.0144
"  340",1955-05-10,0.0139
"  341",1955-05-11,0.0142
"  342",1955-05-12,0.0144
"  343",1955-05-13,0.0143
"  344",1955-05-16,0.0141
"  345",1955-05-17,0.0139
"  346",1955-05-18,0.0141
"  347",1955-05-19,0.0144
"  348",1955-05-20,0.0142
"  349",1955-05-23,0.0143
"  350",1955-05-24,0.0144
"  351",1955-05-25,0.0147
"  352",1955-05-26,0.0143
"  353",1955-05-27,0.0141
"  354",1955-05-31,0.0139
"  355",1955-06-01,0.014
"  356",1955-06-02,0.0136
"  357",1955-06-03,0.0132
"  358",1955-06-06,0.0135
"  359",1955-06-07,0.0136
"  360",1955-06-08,0.0143
"  361",1955-06-09,0.0144
"  362",1955-06-10,0.0147
"  363",1955-06-13,0.0147
"  364",1955-06-14,0.0144
"  365",1955-06-15,0.0149
"  366",1955-06-16,0.015
"  367",1955-06-17,0.0145
"  368",1955-06-20,0.0141
"  369",1955-06-21,0.0136
"  370",1955-06-22,0.0137
"  371",1955-06-23,0.0137
"  372",1955-06-24,0.0133
"  373",1955-06-27,0.0137
"  374",1955-06-28,0.014
"  375",1955-06-29,0.0145
"  376",1955-06-30,0.0147
"  377",1955-07-01,0.0146
"  378",1955-07-05,0.0148
"  379",1955-07-06,0.0153
"  380",1955-07-07,0.0152
"  381",1955-07-08,0.0151
"  382",1955-07-11,0.0155
"  383",1955-07-12,0.0155
"  384",1955-07-13,0.016
"  385",1955-07-14,0.0157
"  386",1955-07-15,0.0157
"  387",1955-07-18,0.0155
"  388",1955-07-19,0.0155
"  389",1955-07-20,0.0164
"  390",1955-07-21,0.0166
"  391",1955-07-22,0.0166
"  392",1955-07-25,0.0168
"  393",1955-07-26,0.0168
"  394",1955-07-27,0.0172
"  395",1955-07-28,0.0173
"  396",1955-07-29,0.0175
"  397",1955-08-01,0.0183
"  398",1955-08-02,0.0186
"  399",1955-08-03,0.019
"  400",1955-08-04,0.0191
"  401",1955-08-05,0.0189
"  402",1955-08-08,0.0188
"  403",1955-08-09,0.0188
"  404",1955-08-10,0.0189
"  405",1955-08-11,0.0187
"  406",1955-08-12,0.0184
"  407",1955-08-15,0.0186
"  408",1955-08-16,0.0186
"  409",1955-08-17,0.0188
"  410",1955-08-18,0.0182
"  411",1955-08-19,0.018
"  412",1955-08-22,0.0184
"  413",1955-08-23,0.0186
"  414",1955-08-24,0.0192
"  415",1955-08-25,0.0193
"  416",1955-08-26,0.0195
"  417",1955-08-29,0.0204
"  418",1955-08-30,0.0207
"  419",1955-08-31,0.0209
"  420",1955-09-01,0.021
"  421",1955-09-02,0.0209
"  422",1955-09-06,0.0209
"  423",1955-09-07,0.0211
"  424",1955-09-08,0.021
"  425",1955-09-09,0.0211
"  426",1955-09-12,0.0209
"  427",1955-09-13,0.0208
"  428",1955-09-14,0.0206
"  429",1955-09-15,0.0204
"  430",1955-09-16,0.0202
"  431",1955-09-19,0.0198
"  432",1955-09-20,0.0196
"  433",1955-09-21,0.0198
"  434",1955-09-22,0.0201
"  435",1955-09-23,0.0204
"  436",1955-09-26,0.0208
"  437",1955-09-27,0.0208
"  438",1955-09-28,0.0212
"  439",1955-09-29,0.0212
"  440",1955-09-30,0.0215
"  441",1955-10-03,0.0218
"  442",1955-10-04,0.022
"  443",1955-10-05,0.0223
"  444",1955-10-06,0.0222
"  445",1955-10-07,0.0222
"  446",1955-10-10,0.0223
"  447",1955-10-11,0.0224
"  448",1955-10-13,0.0227
"  449",1955-10-14,0.023
"  450",1955-10-17,0.0229
"  451",1955-10-18,0.0227
"  452",1955-10-19,0.0227
"  453",1955-10-20,0.0223
"  454",1955-10-21,0.0221
"  455",1955-10-24,0.0221
"  456",1955-10-25,0.022
"  457",1955-10-26,0.0223
"  458",1955-10-27,0.0222
"  459",1955-10-28,0.0219
"  460",1955-10-31,0.0215
"  461",1955-11-01,0.021
"  462",1955-11-02,0.0206
"  463",1955-11-03,0.0201
"  464",1955-11-04,0.0196
"  465",1955-11-07,0.02
"  466",1955-11-08,0.02
"  467",1955-11-09,0.0208
"  468",1955-11-10,0.0212
"  469",1955-11-14,0.022
"  470",1955-11-15,0.023
"  471",1955-11-16,0.0234
"  472",1955-11-17,0.0227
"  473",1955-11-18,0.0235
"  474",1955-11-21,0.024
"  475",1955-11-22,0.0238
"  476",1955-11-23,0.0244
"  477",1955-11-25,0.0242
"  478",1955-11-28,0.0242
"  479",1955-11-29,0.0242
"  480",1955-11-30,0.0244
"  481",1955-12-01,0.0242
"  482",1955-12-02,0.0236
"  483",1955-12-05,0.024
"  484",1955-12-06,0.0245
"  485",1955-12-07,0.0251
"  486",1955-12-08,0.025
"  487",1955-12-09,0.0252
"  488",1955-12-12,0.0252
"  489",1955-12-13,0.0252
"  490",1955-12-14,0.0257
"  491",1955-12-15,0.0256
"  492",1955-12-16,0.0255
"  493",1955-12-19,0.0258
"  494",1955-12-20,0.026
"  495",1955-12-21,0.0265
"  496",1955-12-22,0.0266
"  497",1955-12-23,0.0267
"  498",1955-12-27,0.0265
"  499",1955-12-28,0.0263
"  500",1955-12-29,0.0254
"  501",1955-12-30,0.025
"  502",1956-01-03,0.025
"  503",1956-01-04,0.025
"  504",1956-01-05,0.0252
"  505",1956-01-06,0.0252
"  506",1956-01-09,0.0258
"  507",1956-01-10,0.0251
"  508",1956-01-11,0.0255
"  509",1956-01-12,0.0253
"  510",1956-01-13,0.025
"  511",1956-01-16,0.0246
"  512",1956-01-17,0.0242
"  513",1956-01-18,0.0241
"  514",1956-01-19,0.0235
"  515",1956-01-20,0.023
"  516",1956-01-23,0.0226
"  517",1956-01-24,0.0226
"  518",1956-01-25,0.0228
"  519",1956-01-26,0.0228
"  520",1956-01-27,0.023
"  521",1956-01-30,0.0234
"  522",1956-01-31,0.0232
"  523",1956-02-01,0.023
"  524",1956-02-02,0.0225
"  525",1956-02-03,0.0226
"  526",1956-02-06,0.0222
"  527",1956-02-07,0.022
"  528",1956-02-08,0.0225
"  529",1956-02-09,0.0228
"  530",1956-02-10,0.0233
"  531",1956-02-13,0.0233
"  532",1956-02-14,0.0232
"  533",1956-02-15,0.0237
"  534",1956-02-16,0.0238
"  535",1956-02-17,0.0237
"  536",1956-02-20,0.0236
"  537",1956-02-21,0.0241
"  538",1956-02-23,0.0242
"  539",1956-02-24,0.0241
"  540",1956-02-27,0.0236
"  541",1956-02-28,0.0228
"  542",1956-02-29,0.023
"  543",1956-03-01,0.0218
"  544",1956-03-02,0.0206
"  545",1956-03-05,0.0215
"  546",1956-03-06,0.0218
"  547",1956-03-07,0.0229
"  548",1956-03-08,0.0229
"  549",1956-03-09,0.0228
"  550",1956-03-12,0.0232
"  551",1956-03-13,0.0233
"  552",1956-03-14,0.024
"  553",1956-03-15,0.0237
"  554",1956-03-16,0.0238
"  555",1956-03-19,0.0237
"  556",1956-03-20,0.0227
"  557",1956-03-21,0.0225
"  558",1956-03-22,0.0222
"  559",1956-03-23,0.0217
"  560",1956-03-26,0.0213
"  561",1956-03-27,0.0212
"  562",1956-03-28,0.022
"  563",1956-03-29,0.023
"  564",1956-03-30,0.023
"  565",1956-04-02,0.0235
"  566",1956-04-03,0.0236
"  567",1956-04-04,0.0243
"  568",1956-04-05,0.0238
"  569",1956-04-06,0.0238
"  570",1956-04-09,0.0246
"  571",1956-04-10,0.0248
"  572",1956-04-11,0.0257
"  573",1956-04-12,0.0256
"  574",1956-04-13,0.0268
"  575",1956-04-16,0.0275
"  576",1956-04-17,0.027
"  577",1956-04-18,0.0275
"  578",1956-04-19,0.0275
"  579",1956-04-20,0.0275
"  580",1956-04-23,0.0273
"  581",1956-04-24,0.027
"  582",1956-04-25,0.0273
"  583",1956-04-26,0.027
"  584",1956-04-27,0.0268
"  585",1956-04-30,0.0269
"  586",1956-05-01,0.0265
"  587",1956-05-02,0.0262
"  588",1956-05-03,0.0256
"  589",1956-05-04,0.0254
"  590",1956-05-07,0.0249
"  591",1956-05-08,0.0251
"  592",1956-05-09,0.0256
"  593",1956-05-10,0.026
"  594",1956-05-11,0.0261
"  595",1956-05-14,0.0265
"  596",1956-05-15,0.0265
"  597",1956-05-16,0.0271
"  598",1956-05-17,0.0267
"  599",1956-05-18,0.0265
"  600",1956-05-21,0.0265
"  601",1956-05-22,0.0265
"  602",1956-05-23,0.0268
"  603",1956-05-24,0.0265
"  604",1956-05-25,0.0261
"  605",1956-05-28,0.0254
"  606",1956-05-29,0.0253
"  607",1956-05-31,0.0257
"  608",1956-06-01,0.0255
"  609",1956-06-04,0.0252
"  610",1956-06-05,0.025
"  611",1956-06-06,0.0254
"  612",1956-06-07,0.0254
"  613",1956-06-08,0.0254
"  614",1956-06-11,0.0255
"  615",1956-06-12,0.0251
"  616",1956-06-13,0.0252
"  617",1956-06-14,0.025
"  618",1956-06-15,0.0249
"  619",1956-06-18,0.0243
"  620",1956-06-19,0.0238
"  621",1956-06-20,0.0242
"  622",1956-06-21,0.0241
"  623",1956-06-22,0.0243
"  624",1956-06-25,0.0249
"  625",1956-06-26,0.0252
"  626",1956-06-27,0.0254
"  627",1956-06-28,0.0244
"  628",1956-06-29,0.0242
"  629",1956-07-02,0.0238
"  630",1956-07-03,0.0234
"  631",1956-07-05,0.0229
"  632",1956-07-06,0.0233
"  633",1956-07-09,0.0234
"  634",1956-07-10,0.023
"  635",1956-07-11,0.0237
"  636",1956-07-12,0.0236
"  637",1956-07-13,0.023
"  638",1956-07-16,0.0224
"  639",1956-07-17,0.0224
"  640",1956-07-18,0.0229
"  641",1956-07-19,0.0229
"  642",1956-07-20,0.0226
"  643",1956-07-23,0.0228
"  644",1956-07-24,0.0229
"  645",1956-07-25,0.0237
"  646",1956-07-26,0.0234
"  647",1956-07-27,0.0231
"  648",1956-07-30,0.0233
"  649",1956-07-31,0.023
"  650",1956-08-01,0.0231
"  651",1956-08-02,0.0227
"  652",1956-08-03,0.0224
"  653",1956-08-06,0.0233
"  654",1956-08-07,0.0236
"  655",1956-08-08,0.0243
"  656",1956-08-09,0.0241
"  657",1956-08-10,0.0248
"  658",1956-08-13,0.0256
"  659",1956-08-14,0.0259
"  660",1956-08-15,0.0265
"  661",1956-08-16,0.0269
"  662",1956-08-17,0.027
"  663",1956-08-20,0.0278
"  664",1956-08-21,0.028
"  665",1956-08-22,0.0286
"  666",1956-08-23,0.0284
"  667",1956-08-24,0.028
"  668",1956-08-27,0.0277
"  669",1956-08-28,0.027
"  670",1956-08-29,0.0273
"  671",1956-08-30,0.0274
"  672",1956-08-31,0.0266
"  673",1956-09-04,0.0264
"  674",1956-09-05,0.027
"  675",1956-09-06,0.027
"  676",1956-09-07,0.027
"  677",1956-09-10,0.0273
"  678",1956-09-11,0.0275
"  679",1956-09-12,0.0282
"  680",1956-09-13,0.0282
"  681",1956-09-14,0.0282
"  682",1956-09-17,0.0287
"  683",1956-09-18,0.0286
"  684",1956-09-19,0.0295
"  685",1956-09-20,0.0293
"  686",1956-09-21,0.0292
"  687",1956-09-24,0.0293
"  688",1956-09-25,0.0293
"  689",1956-09-26,0.0297
"  690",1956-09-27,0.0296
"  691",1956-09-28,0.0291
"  692",1956-10-01,0.0285
"  693",1956-10-02,0.0284
"  694",1956-10-03,0.0288
"  695",1956-10-04,0.0288
"  696",1956-10-05,0.0292
"  697",1956-10-08,0.0296
"  698",1956-10-09,0.0295
"  699",1956-10-10,0.0301
"  700",1956-10-11,0.0293
"  701",1956-10-15,0.0293
"  702",1956-10-16,0.0289
"  703",1956-10-17,0.0297
"  704",1956-10-18,0.0297
"  705",1956-10-19,0.0293
"  706",1956-10-22,0.0288
"  707",1956-10-23,0.0286
"  708",1956-10-24,0.0285
"  709",1956-10-25,0.0286
"  710",1956-10-26,0.0286
"  711",1956-10-29,0.0286
"  712",1956-10-30,0.0282
"  713",1956-10-31,0.0286
"  714",1956-11-01,0.0285
"  715",1956-11-02,0.0286
"  716",1956-11-05,0.0287
"  717",1956-11-06,0.0287
"  718",1956-11-07,0.029
"  719",1956-11-08,0.0294
"  720",1956-11-09,0.0294
"  721",1956-11-13,0.0294
"  722",1956-11-14,0.03
"  723",1956-11-15,0.0301
"  724",1956-11-16,0.03
"  725",1956-11-19,0.03
"  726",1956-11-20,0.0301
"  727",1956-11-21,0.0307
"  728",1956-11-23,0.031
"  729",1956-11-26,0.0316
"  730",1956-11-27,0.0312
"  731",1956-11-28,0.0303
"  732",1956-11-29,0.0303
"  733",1956-11-30,0.0304
"  734",1956-12-03,0.0306
"  735",1956-12-04,0.0307
"  736",1956-12-05,0.0314
"  737",1956-12-06,0.0314
"  738",1956-12-07,0.0319
"  739",1956-12-10,0.0322
"  740",1956-12-11,0.0322
"  741",1956-12-12,0.0325
"  742",1956-12-13,0.0324
"  743",1956-12-14,0.0325
"  744",1956-12-17,0.0329
"  745",1956-12-18,0.0326
"  746",1956-12-19,0.0332
"  747",1956-12-20,0.0327
"  748",1956-12-21,0.0319
"  749",1956-12-24,0.0311
"  750",1956-12-26,0.0322
"  751",1956-12-27,0.0323
"  752",1956-12-28,0.0322
"  753",1956-12-31,0.0322
"  754",1957-01-01,0.0322
"  755",1957-01-02,0.0317
"  756",1957-01-03,0.031
"  757",1957-01-04,0.0307
"  758",1957-01-07,0.031
"  759",1957-01-08,0.0305
"  760",1957-01-09,0.0312
"  761",1957-01-10,0.0306
"  762",1957-01-11,0.0306
"  763",1957-01-14,0.0314
"  764",1957-01-15,0.031
"  765",1957-01-16,0.0312
"  766",1957-01-17,0.0306
"  767",1957-01-18,0.0302
"  768",1957-01-21,0.0302
"  769",1957-01-22,0.0302
"  770",1957-01-23,0.0311
"  771",1957-01-24,0.0316
"  772",1957-01-25,0.0317
"  773",1957-01-28,0.0323
"  774",1957-01-29,0.0318
"  775",1957-01-30,0.0317
"  776",1957-01-31,0.0312
"  777",1957-02-01,0.0308
"  778",1957-02-04,0.0309
"  779",1957-02-05,0.0305
"  780",1957-02-06,0.0308
"  781",1957-02-07,0.0303
"  782",1957-02-08,0.03
"  783",1957-02-11,0.03
"  784",1957-02-12,0.03
"  785",1957-02-13,0.0298
"  786",1957-02-14,0.03
"  787",1957-02-15,0.0304
"  788",1957-02-18,0.031
"  789",1957-02-19,0.031
"  790",1957-02-20,0.0319
"  791",1957-02-21,0.032
"  792",1957-02-25,0.0322
"  793",1957-02-26,0.0324
"  794",1957-02-27,0.0329
"  795",1957-02-28,0.0328
"  796",1957-03-01,0.0324
"  797",1957-03-04,0.0318
"  798",1957-03-05,0.0315
"  799",1957-03-06,0.0319
"  800",1957-03-07,0.0319
"  801",1957-03-08,0.032
"  802",1957-03-11,0.0319
"  803",1957-03-12,0.0316
"  804",1957-03-13,0.0317
"  805",1957-03-14,0.0314
"  806",1957-03-15,0.031
"  807",1957-03-18,0.0302
"  808",1957-03-19,0.0302
"  809",1957-03-20,0.03
"  810",1957-03-21,0.0297
"  811",1957-03-22,0.0297
"  812",1957-03-25,0.0298
"  813",1957-03-26,0.0294
"  814",1957-03-27,0.0299
"  815",1957-03-28,0.0296
"  816",1957-03-29,0.0296
"  817",1957-04-01,0.0296
"  818",1957-04-02,0.0297
"  819",1957-04-03,0.0306
"  820",1957-04-04,0.0308
"  821",1957-04-05,0.0308
"  822",1957-04-08,0.031
"  823",1957-04-09,0.0309
"  824",1957-04-10,0.0314
"  825",1957-04-11,0.0316
"  826",1957-04-12,0.0316
"  827",1957-04-15,0.0314
"  828",1957-04-16,0.0311
"  829",1957-04-17,0.0312
"  830",1957-04-18,0.0308
"  831",1957-04-19,0.0308
"  832",1957-04-22,0.0304
"  833",1957-04-23,0.0302
"  834",1957-04-24,0.0302
"  835",1957-04-25,0.0302
"  836",1957-04-26,0.0302
"  837",1957-04-29,0.03
"  838",1957-04-30,0.0301
"  839",1957-05-01,0.0303
"  840",1957-05-02,0.03
"  841",1957-05-03,0.0295
"  842",1957-05-06,0.0292
"  843",1957-05-07,0.0292
"  844",1957-05-08,0.0297
"  845",1957-05-09,0.0294
"  846",1957-05-10,0.0292
"  847",1957-05-13,0.029
"  848",1957-05-14,0.0292
"  849",1957-05-15,0.0299
"  850",1957-05-16,0.0302
"  851",1957-05-17,0.0307
"  852",1957-05-20,0.0308
"  853",1957-05-21,0.0309
"  854",1957-05-22,0.0314
"  855",1957-05-23,0.0316
"  856",1957-05-24,0.0321
"  857",1957-05-27,0.0322
"  858",1957-05-28,0.0323
"  859",1957-05-29,0.0329
"  860",1957-05-31,0.0331
"  861",1957-06-03,0.0332
"  862",1957-06-04,0.0332
"  863",1957-06-05,0.0334
"  864",1957-06-06,0.0329
"  865",1957-06-07,0.0324
"  866",1957-06-10,0.0324
"  867",1957-06-11,0.0324
"  868",1957-06-12,0.0327
"  869",1957-06-13,0.033
"  870",1957-06-14,0.0332
"  871",1957-06-17,0.0336
"  872",1957-06-18,0.0336
"  873",1957-06-19,0.0337
"  874",1957-06-20,0.0338
"  875",1957-06-21,0.0332
"  876",1957-06-24,0.0322
"  877",1957-06-25,0.032
"  878",1957-06-26,0.0323
"  879",1957-06-27,0.0327
"  880",1957-06-28,0.0322
"  881",1957-07-01,0.0318
"  882",1957-07-02,0.0314
