Date,Ri,BA,T,MGM,AMZN,IBM,TSLA,GOOG,Rm,Rf,Ri_excess,Rm_excess
2012-01-13,-0.0037494578359585865,-0.012051436576574329,-0.001660059705841251,0.0181368507831821,0.014153385432124677,-0.007698692754937352,-0.19327430088495576,-0.007385163436963665,-0.004947922809725972,3e-4,-0.0040494578359585864,-0.0052479228097259715
2012-01-17,0.011648119220865017,0.008579088701852252,0.005986032590621873,-0.008097165991902806,0.018159433002571796,0.004688524119479332,0.1671785358851016,0.005744101501880641,0.0035529545034097003,3e-4,0.011348119220865018,0.0032529545034097004
2012-01-18,0.010383816738517895,-0.0023923445612001057,0.0026446280991734975,0.03918367346938779,0.042827247763354705,0.005944483333333355,0.007894699248120293,0.0068885604458537785,0.011107929001407732,3e-4,0.010083816738517895,0.010807929001407732
2012-01-19,-0.0031693714159685285,0.006661337774083074,0.0029673590504452163,0.005498821681068365,0.026446341570456718,-0.00303751576040975,-0.0018649385253613653,0.010522826252151367,0.004938656927458183,5e-4,-0.0036693714159685285,0.004438656927458182
2012-01-20,-0.017416703641340462,-5.293938731971581e-4,0.0029585798816568,-0.012500000000000011,-0.01810236078327119,0.04431641825135346,-0.005979073243647239,-0.08377507362884051,6.694598706732467e-4,5e-4,-0.017916703641340462,1.6945987067324667e-4
2012-01-23,0.016916466567930496,-1.323490518677262e-4,-0.0036053752867913134,0.03955696202531645,-0.025349589783937105,0.007744493788574287,0.0063909774436089525,-8.020907672568111e-4,4.713428801132013e-4,4e-4,0.016516466567930495,7.13428801132013e-5
2012-01-24,-0.016377717061213243,-0.0019865050460467896,-0.01019736842105259,0.0015220700152206675,0.004890128537592029,0.010264222765853707,0.024280911468061342,-0.007839107528294576,-0.0010258176291793083,4e-4,-0.016777717061213244,-0.0014258176291793083
2012-01-25,0.06243904804195225,0.006104020619638743,0.003988002658690593,-0.0037993920972644916,0.004278090909090929,-0.0010420309867879597,0.020058315098468258,-0.019692557484407545,0.008679142579165905,4e-4,0.062039048041952254,0.008279142579165906
2012-01-26,-0.004544859655296099,-0.006726483777367451,-0.025157167333901585,-0.004576659038901505,0.0293929920757243,-0.003911750981312283,0.03468008704612386,-0.0024408130489855916,-0.005753890970635126,5e-4,-0.005044859655296099,-0.006253890970635126
2012-01-27,0.005960052312260815,-0.010091555174387196,-0.009847232263251881,0.010727969348658911,0.010604117141377843,-0.0027227406581368323,0.01347612254747329,0.02091180214566997,-0.001592877827404175,6e-4,0.005360052312260815,-0.002192877827404175
2012-01-30,0.012810744718105215,-0.005231374705645593,0.00617283950617283,-0.0030326004548900036,-0.01648155337261485,0.01071087328060431,0.008182748039550018,-0.003948383353010238,-0.0025221229562294276,5e-4,0.012310744718105214,-0.0030221229562294276
2012-01-31,0.007659839772454607,2.696332109152276e-4,0.002385821404226322,-0.007604562737642559,0.011917814579791245,5.195116883117278e-4,-0.016909029421711193,0.004189075063207099,-4.5694701139404844e-4,6e-4,0.007059839772454607,-0.0010569470113940484
2012-02-01,-6.352874418052207e-4,0.01604210029657576,0.006460387623257439,0.04980842911877383,-0.07704173444721511,1.0378504349569521e-4,0.01754385964912274,0.0012410966115409473,0.008899605837667657,6e-4,-0.0012352874418052207,0.008299605837667657
2012-02-02,-0.0023454811215428946,-0.001990208226474406,0.00641895270270266,0.01459854014598548,0.012593301637394774,-0.005658789473024258,0.022650439486139342,0.007368801295252538,0.0010951468836974594,8e-4,-0.0031454811215428946,2.951468836974593e-4
2012-02-03,0.010019326748946745,0.014889590336485146,0.005370929661935901,0.033812949640287686,0.032797666559554996,0.011016550989487476,0.02975206611570243,0.01917588211100506,0.014605356632309205,8e-4,0.009219326748946745,0.013805356632309205
2012-02-06,0.009332531387046608,-0.011527338827735897,6.677128324637142e-4,-0.024356297842727883,-0.024190079759860216,-0.004234620967953966,0.020866741573033743,0.021397530041710838,-4.238738864056947e-4,8e-4,0.008532531387046608,-0.0012238738864056948
2012-02-07,0.010474895492968157,-0.003445560607547849,0.0023357358136714915,-0.0042796005706133185,0.005733335184740303,0.002748672237108692,-0.006289276927335698,-0.0038089667091393566,0.0020233819739414525,8e-4,0.009674895492968157,0.0012233819739414526
2012-02-08,0.016743815026926952,0.0034574735421864454,-6.658122281687208e-4,0.022206303724928274,0.007003604897078003,-0.002068833657031339,0.01044303797468349,0.0050761305774327265,0.0021602107524960096,9e-4,0.01584381502692695,0.0012602107524960096
2012-02-09,0.03459341797662728,0.005830943623521707,-9.993337774817168e-4,0.014015416958654594,-0.002695708490310729,9.329256429064109e-4,0.020357093642342644,0.0026399211503733444,0.0014741103865968913,9e-4,0.03369341797662728,5.741103865968913e-4
2012-02-10,5.069063344456689e-4,-0.012516534584544601,-0.005001667222407422,0.01105736005528681,0.00302733815606748,-0.003676316375593832,-0.04542670071045419,-0.009076572660938496,-0.006886302257797195,9e-4,-3.930936655543311e-4,-0.007786302257797194
2012-02-13,0.018604888443546554,-0.0013342095263859297,0.0067024463806970615,-0.0034176349965824135,0.03260754138327473,0.001039377414399496,0.01254019292604492,0.010381027069776167,0.006800039398498028,0.0011,0.017504888443546553,0.005700039398498028
